record_id,latitude,longitude,elevation_m,road_slope_percent,topographic_wetness_index,distance_to_lowest_point_m,distance_to_nearest_drain_m,underpass,historical_waterlogging_count,known_waterlogging_hotspot,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_intensity_mm_hr,waterlogging,waterlogging_severity
GWL_0410,28.43116,77.10299,224.8,2.89,5.27,1612.4,418.7,0,5,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0411,28.43153,77.10175,224.5,1.97,5.06,1596.7,434.9,0,5,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0412,28.43297,77.10192,224.8,3.34,4.91,1622.2,425.2,0,5,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0413,28.43342,77.10363,224.2,1.5,5.37,1577.1,415.8,0,5,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0414,28.43318,77.10303,224.8,3.03,5.33,1625.6,428.3,0,5,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0415,28.43108,77.10302,224.2,2.49,5.05,1561.7,415.0,0,5,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0416,28.43061,77.10316,224.7,1.9,4.78,1602.8,410.6,0,5,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0417,28.4311,77.10367,224.3,1.37,4.89,1574.4,425.6,0,5,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0418,28.43242,77.10174,224.1,1.49,5.09,1557.3,438.8,0,5,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0419,28.43245,77.10267,224.4,1.62,5.28,1601.9,431.1,0,5,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0420,28.43112,77.1025,224.4,3.07,5.37,1595.3,413.5,0,5,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0421,28.42712,77.08525,220.9,0.67,6.83,1284.8,231.8,0,11,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0422,28.42799,77.08551,221.0,1.58,6.12,1316.7,222.1,0,11,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0423,28.42672,77.08658,221.1,2.47,6.31,1293.9,241.7,0,11,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0424,28.42691,77.08741,221.3,2.98,6.47,1323.8,243.7,0,11,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0425,28.42665,77.08545,221.3,3.11,6.45,1313.5,231.6,0,11,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0426,28.42771,77.08761,220.8,0.42,7.06,1283.6,236.3,0,11,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0427,28.4282,77.0851,221.1,0.44,6.44,1325.7,233.0,0,11,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0428,28.42829,77.08658,220.9,0.93,6.49,1291.4,222.1,0,11,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0429,28.42641,77.08629,221.2,2.37,6.73,1302.3,226.5,0,11,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0430,28.42729,77.08635,220.6,2.85,7.03,1272.9,222.0,0,11,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0431,28.4276,77.08665,221.2,2.68,6.82,1322.7,224.2,0,11,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0432,28.42731,77.08676,221.2,0.76,6.21,1337.6,242.5,0,11,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0433,28.42802,77.08718,221.1,2.36,6.95,1316.7,239.0,0,11,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0434,28.42577,77.08632,221.2,1.09,6.22,1314.6,227.2,0,11,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0435,28.42594,77.08617,221.3,1.87,6.17,1313.6,240.9,0,11,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0436,28.42645,77.08737,221.1,2.83,6.33,1321.2,227.9,0,11,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0437,28.42812,77.08681,220.9,1.09,6.33,1304.3,226.6,0,11,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0438,28.42709,77.08569,221.1,2.89,6.84,1323.9,225.6,0,11,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0439,28.42557,77.087,220.9,1.63,6.17,1286.9,221.0,0,11,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0440,28.42794,77.08563,221.0,0.33,6.77,1297.9,246.9,0,11,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0441,28.36966,77.05068,208.4,3.49,11.97,247.8,22.5,0,24,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0442,28.36728,77.0527,208.0,2.67,12.11,214.3,44.9,0,24,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0443,28.36823,77.05009,207.7,1.39,12.2,177.1,24.4,0,24,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0444,28.36896,77.0504,207.7,2.72,12.04,185.0,16.2,0,24,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0445,28.36951,77.05156,208.2,2.26,12.08,220.5,32.4,0,24,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0446,28.36997,77.05197,208.1,2.53,11.65,197.7,32.9,0,24,1,45.0,82.0,115.0,132.0,55.0,1,1
GWL_0447,28.36803,77.05128,207.9,3.49,12.32,197.5,39.1,0,24,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0448,28.36716,77.05106,208.2,2.44,11.59,234.7,20.0,0,24,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0449,28.3685,77.05177,208.3,2.34,11.46,211.7,34.1,0,24,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0450,28.3688,77.05024,208.3,1.7,11.85,239.0,20.1,0,24,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0451,28.36706,77.05204,208.2,2.51,12.06,229.1,43.8,0,24,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0452,28.36861,77.05117,208.0,0.71,11.87,191.1,42.6,0,24,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0453,28.36875,77.05148,208.0,0.37,11.33,196.9,17.5,0,24,1,62.0,118.0,155.0,185.0,75.0,1,2
GWL_0454,28.36965,77.05168,207.9,3.05,12.23,179.4,37.1,0,24,1,40.0,72.0,98.0,115.0,48.0,1,1
GWL_0455,28.36999,77.04979,208.4,2.25,12.11,232.6,40.4,0,24,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0456,28.3672,77.05263,208.4,3.01,12.08,217.4,26.6,0,24,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0457,28.36769,77.05111,207.9,0.53,11.51,177.4,44.2,0,24,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0458,28.36928,77.0526,208.1,1.12,12.06,201.6,24.0,0,24,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0459,28.3677,77.05009,207.9,1.37,12.01,174.0,21.3,0,24,1,62.0,118.0,155.0,185.0,75.0,1,2
GWL_0460,28.36803,77.05229,207.8,0.47,11.86,175.1,31.9,0,24,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0461,28.48941,76.97301,207.3,1.87,11.72,145.5,158.2,0,12,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0462,28.48838,76.97352,207.5,0.39,11.92,155.8,171.8,0,12,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0463,28.48933,76.97519,207.1,1.98,12.5,143.1,176.7,0,12,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0464,28.48847,76.97482,207.2,1.79,12.46,126.5,175.8,0,12,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0465,28.48822,76.97358,207.2,2.72,11.75,119.9,178.5,0,12,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0466,28.48753,76.9743,207.3,1.82,12.22,129.7,166.6,0,12,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0467,28.48812,76.97459,206.9,2.08,11.93,97.6,156.6,0,12,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0468,28.48786,76.97538,207.6,2.09,11.6,161.0,173.9,0,12,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0469,28.4881,76.97286,207.2,2.99,12.42,119.0,170.2,0,12,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0470,28.48766,76.97325,207.5,1.02,11.76,137.5,176.1,0,12,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0471,28.48938,76.97448,207.4,0.7,12.0,143.0,152.8,0,12,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0472,28.48846,76.97536,206.8,1.16,11.99,87.5,177.3,0,12,1,45.0,82.0,115.0,132.0,55.0,1,1
GWL_0473,28.48928,76.97306,207.2,1.62,12.22,152.0,173.1,0,12,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0474,28.48819,76.97508,206.9,0.3,11.94,100.1,165.3,0,12,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0475,28.48885,76.97533,207.2,1.85,11.67,113.4,166.5,0,12,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0476,28.48831,76.97512,206.9,0.28,12.19,96.0,151.5,0,12,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0477,28.48882,76.97344,206.9,1.45,12.54,102.2,172.5,0,12,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0478,28.48738,76.97492,207.0,2.44,12.27,132.2,161.6,0,12,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0479,28.4872,76.97266,207.5,1.93,12.28,146.9,160.4,0,12,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0480,28.489,76.9754,207.0,2.22,12.38,107.7,175.4,0,12,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0481,28.49892,76.98493,206.6,3.38,11.87,89.6,101.2,0,14,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0482,28.49857,76.98707,206.6,1.32,11.94,78.7,87.8,0,14,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0483,28.49773,76.9866,207.1,0.81,12.03,140.6,81.9,0,14,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0484,28.49698,76.98459,206.9,0.7,12.71,104.4,95.0,0,14,1,40.0,72.0,98.0,115.0,48.0,1,1
GWL_0485,28.49869,76.98635,207.0,2.11,12.6,127.7,102.7,0,14,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0486,28.49734,76.98609,206.7,1.53,12.7,105.3,107.3,0,14,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0487,28.49751,76.98467,206.5,1.33,12.33,85.7,83.6,0,14,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0488,28.49756,76.98558,206.6,2.17,12.29,67.6,83.5,0,14,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0489,28.49834,76.98681,206.7,2.62,12.48,106.8,104.6,0,14,1,62.0,118.0,155.0,185.0,75.0,1,2
GWL_0490,28.4994,76.9853,206.7,0.24,12.65,101.5,83.1,0,14,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0491,28.49843,76.98549,206.5,3.44,12.11,55.2,97.8,0,14,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0492,28.49892,76.9842,206.9,1.96,11.84,93.4,97.0,0,14,1,62.0,118.0,155.0,185.0,75.0,1,2
GWL_0493,28.49916,76.98705,206.6,3.4,12.29,74.9,81.5,0,14,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0494,28.49686,76.98618,206.8,0.95,12.39,88.1,97.3,0,14,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0495,28.49778,76.98657,207.1,1.78,12.01,118.0,104.2,0,14,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0496,28.49768,76.98473,206.5,1.74,12.38,86.1,86.6,0,14,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0497,28.49917,76.98525,206.8,1.2,12.71,82.7,108.0,0,14,1,40.0,72.0,98.0,115.0,48.0,1,1
GWL_0498,28.4968,76.98553,206.7,0.73,12.48,108.3,96.9,0,14,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0499,28.49795,76.98445,206.9,3.3,12.4,89.6,90.6,0,14,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0500,28.4992,76.98654,206.9,1.43,12.0,90.7,90.6,0,14,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0501,28.52124,77.01173,206.2,0.43,12.42,34.3,99.7,0,16,1,45.0,82.0,115.0,132.0,55.0,1,1
GWL_0502,28.52126,77.0102,206.4,2.04,12.17,64.1,116.9,0,16,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0503,28.52287,77.01036,206.4,3.28,12.86,69.4,113.9,0,16,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0504,28.52121,77.01196,206.1,2.44,12.49,47.8,119.7,0,16,1,75.0,135.0,180.0,240.0,90.0,1,2
GWL_0505,28.52162,77.01223,206.0,1.45,13.02,20.0,120.3,0,16,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0506,28.52145,77.01124,205.9,2.09,12.47,20.1,103.2,0,16,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0507,28.5229,77.01089,206.3,1.34,12.65,67.7,123.4,0,16,1,45.0,82.0,115.0,132.0,55.0,1,1
GWL_0508,28.5208,77.01267,205.7,2.19,12.88,63.0,98.6,0,16,1,45.0,82.0,115.0,132.0,55.0,1,1
GWL_0509,28.52187,77.01037,205.9,2.0,12.56,24.9,100.1,0,16,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0510,28.52125,77.01197,206.4,0.48,12.33,48.0,95.5,0,16,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0511,28.52199,77.01151,205.8,0.97,12.2,60.4,124.2,0,16,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0512,28.52261,77.01248,206.0,0.37,12.14,33.0,106.8,0,16,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0513,28.52009,77.01145,205.7,2.8,12.53,37.1,112.7,0,16,1,70.0,125.0,160.0,218.0,85.0,1,2
GWL_0514,28.52163,77.01053,206.3,1.1,12.88,50.5,111.5,0,16,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0515,28.5225,77.01212,205.9,0.95,12.96,55.7,97.9,0,16,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0516,28.52135,77.01071,206.4,0.48,12.15,74.1,96.5,0,16,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0517,28.521,77.01088,206.1,0.73,12.63,50.7,117.8,0,16,1,40.0,72.0,98.0,115.0,48.0,1,1
GWL_0518,28.5208,77.01078,206.0,2.44,12.16,11.4,106.8,0,16,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0519,28.52209,77.01028,206.2,1.06,12.91,62.8,103.9,0,16,1,75.0,135.0,180.0,240.0,90.0,1,2
GWL_0520,28.52072,77.01172,206.4,2.42,12.76,59.9,99.7,0,16,1,40.0,72.0,98.0,115.0,48.0,1,1
GWL_0521,28.39901,76.96131,207.2,3.48,11.78,151.5,369.3,0,6,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0522,28.39938,76.96248,207.6,3.06,11.75,164.7,358.6,0,6,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0523,28.39823,76.96178,207.4,2.06,12.39,137.1,368.0,0,6,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0524,28.39907,76.96297,207.5,2.77,11.52,170.2,341.2,0,6,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0525,28.39967,76.96348,207.3,0.89,12.35,130.6,366.0,0,6,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0526,28.39731,76.96088,207.9,2.42,12.19,184.5,360.3,0,6,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0527,28.39878,76.96231,207.6,2.1,11.89,157.0,363.1,0,6,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0528,28.39768,76.96258,207.3,2.26,12.33,129.2,341.8,0,6,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0529,28.39739,76.96232,207.8,0.35,12.11,176.7,354.4,0,6,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0530,28.39979,76.9615,207.5,0.25,11.58,147.8,340.8,0,6,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0531,28.39889,76.96178,207.5,0.78,11.8,164.1,369.0,0,6,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0532,28.39715,76.96317,207.6,2.06,11.96,148.8,342.7,0,6,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0533,28.3988,76.96152,207.8,1.54,11.52,191.6,348.8,0,6,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0534,28.39858,76.96259,207.8,2.81,12.06,190.2,368.4,0,6,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0535,28.39789,76.9605,207.3,0.92,12.24,145.8,357.8,0,6,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0536,28.39705,76.96269,207.4,2.39,12.1,142.7,344.0,0,6,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0537,28.39728,76.96299,207.8,2.34,11.48,179.1,361.9,0,6,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0538,28.39934,76.96085,207.1,2.55,12.02,113.7,340.4,0,6,0,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0539,28.39862,76.96305,207.9,2.07,11.85,174.9,356.5,0,6,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0540,28.39814,76.96232,207.4,0.99,11.63,141.6,342.9,0,6,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0541,28.35523,76.93946,218.4,1.96,8.01,1103.8,157.5,0,13,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0542,28.35714,76.93748,218.2,1.53,7.89,1074.3,149.5,0,13,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0543,28.3551,76.9384,218.1,2.11,7.95,1066.5,162.6,0,13,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0544,28.35732,76.938,218.6,2.24,7.25,1082.0,148.5,0,13,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0545,28.35603,76.93835,218.7,0.85,7.15,1128.0,143.2,0,13,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0546,28.35614,76.93826,218.4,0.48,7.2,1068.2,157.6,0,13,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0547,28.35633,76.9372,218.5,2.91,7.14,1092.4,160.7,0,13,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0548,28.35546,76.93742,218.5,3.16,7.91,1095.8,161.9,0,13,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0549,28.35579,76.93842,218.4,0.83,7.84,1086.3,150.8,0,13,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0550,28.35743,76.93656,218.3,0.39,7.95,1083.6,149.9,0,13,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0551,28.35673,76.93769,218.6,1.7,7.47,1118.4,147.5,0,13,1,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0552,28.35506,76.93825,218.8,1.45,7.04,1111.6,155.2,0,13,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0553,28.35519,76.93847,218.8,1.69,7.33,1114.0,143.5,0,13,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0554,28.35735,76.93774,218.3,2.38,7.62,1081.4,141.8,0,13,1,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0555,28.35714,76.93932,218.5,3.35,7.25,1091.6,158.1,0,13,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0556,28.35645,76.9377,218.3,0.62,7.57,1062.0,162.0,0,13,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0557,28.35533,76.93668,218.4,2.16,8.01,1087.1,150.4,0,13,1,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0558,28.35711,76.93812,218.1,2.07,8.17,1054.4,148.9,0,13,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0559,28.35513,76.93695,218.3,2.17,7.26,1093.1,162.7,0,13,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0560,28.35646,76.93899,218.1,1.77,7.89,1071.6,163.5,0,13,1,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0561,28.34143,76.92282,219.8,3.09,7.55,1190.1,491.7,0,4,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0562,28.34072,76.92122,220.1,2.12,7.4,1235.4,484.4,0,4,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0563,28.34303,76.92285,219.7,3.44,6.71,1207.1,478.4,0,4,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0564,28.341,76.92132,220.2,1.46,6.47,1241.0,497.1,0,4,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0565,28.34175,76.92065,220.1,0.36,7.28,1241.6,487.6,0,4,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0566,28.34166,76.9224,220.1,2.93,7.09,1239.9,488.0,0,4,0,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0567,28.34184,76.92287,220.1,2.2,6.68,1233.5,487.1,0,4,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0568,28.34115,76.92018,220.2,2.72,6.94,1226.1,490.0,0,4,0,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0569,28.34084,76.92133,219.8,0.81,6.78,1198.5,471.5,0,4,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0570,28.34179,76.92154,220.1,1.46,7.3,1214.3,485.2,0,4,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0571,28.34079,76.92021,220.2,2.07,7.3,1239.3,498.8,0,4,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0572,28.34075,76.92029,219.7,0.81,7.16,1200.3,471.4,0,4,0,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0573,28.34344,76.92253,219.9,0.45,6.71,1196.6,473.7,0,4,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0574,28.34216,76.92074,220.0,3.47,7.18,1238.0,474.3,0,4,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0575,28.34175,76.92166,219.8,0.21,7.25,1208.7,482.3,0,4,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0576,28.34207,76.92125,219.7,1.31,6.8,1178.4,498.7,0,4,0,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0577,28.3424,76.92219,220.0,1.5,6.74,1203.9,475.4,0,4,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0578,28.34299,76.92203,220.1,1.77,7.38,1211.4,478.4,0,4,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0579,28.34165,76.92235,220.5,0.99,7.17,1275.7,476.7,0,4,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0580,28.3418,76.92123,220.5,0.8,7.1,1255.9,491.9,0,4,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0581,28.31396,77.04234,212.3,2.85,10.45,547.9,290.8,0,10,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0582,28.31312,77.04185,212.0,1.53,10.22,559.9,274.1,0,10,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0583,28.31473,77.04179,211.7,0.72,10.77,529.7,297.2,0,10,1,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0584,28.31567,77.04122,211.9,2.41,10.22,528.2,280.7,0,10,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0585,28.31448,77.04233,211.7,1.76,10.37,517.3,276.3,0,10,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0586,28.31493,77.04068,211.9,2.77,10.3,521.9,290.8,0,10,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0587,28.3144,77.04299,212.2,2.21,10.11,542.3,277.8,0,10,1,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0588,28.31396,77.0424,212.0,1.15,9.71,539.8,278.6,0,10,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0589,28.3149,77.04067,212.1,3.31,9.83,547.4,272.7,0,10,1,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0590,28.31458,77.04225,211.9,1.92,10.64,519.4,270.7,0,10,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0591,28.31528,77.04233,212.3,2.17,10.39,562.7,292.5,0,10,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0592,28.31544,77.04232,211.7,1.09,10.02,504.4,279.2,0,10,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0593,28.31437,77.04236,211.9,2.23,9.82,515.0,275.2,0,10,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0594,28.31425,77.04124,211.8,1.52,10.59,503.6,289.5,0,10,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0595,28.31471,77.043,212.3,0.27,9.73,580.9,283.8,0,10,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0596,28.31439,77.04259,212.1,3.27,10.66,557.3,278.6,0,10,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0597,28.31534,77.04075,211.8,3.16,10.04,511.8,274.1,0,10,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0598,28.31528,77.0421,212.1,0.99,10.42,558.9,279.4,0,10,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0599,28.31563,77.04254,212.3,1.2,10.36,576.1,290.7,0,10,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0600,28.3156,77.04178,211.7,2.42,10.55,517.5,276.2,0,10,1,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0601,28.46121,76.98444,209.7,2.33,11.37,333.8,192.2,0,11,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0602,28.46051,76.9841,210.0,3.2,10.87,380.1,206.9,0,11,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0603,28.46224,76.98405,210.2,1.44,10.76,369.5,194.6,0,11,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0604,28.46003,76.98425,209.7,2.87,11.5,336.6,205.8,0,11,1,70.0,125.0,160.0,218.0,85.0,1,1
GWL_0605,28.46014,76.98557,210.2,2.45,10.75,387.0,199.4,0,11,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0606,28.46123,76.98386,209.6,2.85,11.52,321.5,208.6,0,11,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0607,28.46069,76.98549,210.0,2.88,11.45,362.5,205.8,0,11,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0608,28.4601,76.98562,210.0,2.44,10.75,384.9,185.1,0,11,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0609,28.46113,76.98605,209.7,0.76,11.46,346.5,185.7,0,11,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0610,28.46186,76.98503,209.9,1.72,11.37,374.7,201.3,0,11,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0611,28.46002,76.98602,209.9,2.5,10.9,376.7,201.8,0,11,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0612,28.46004,76.98472,210.1,0.36,11.42,385.7,198.9,0,11,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0613,28.46051,76.98425,210.2,1.18,11.2,382.7,184.2,0,11,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0614,28.45973,76.98513,210.2,1.42,10.78,380.8,195.6,0,11,1,32.0,58.0,74.0,89.0,40.0,0,0
